counter,AS,Type,GranularityValue,SeverityScore,PageRank,NumBadDep,TotalDep,NumberOfVerteces,NumOfCycle,NumSetOfElement,TotNumOfSetOfElement,ADI
1,2511,ud,2,1,7.524643017625903,1,0,0,0,2,4,2.0
2,2496,cd,1,1,0.9838284518828454,0,0,2,1,2,4,2.0
