"","counter","AS","Type","GranularityValue","SeverityScore","PageRank","NumBadDep","TotalDep","NumberOfVerteces","NumOfCycle","NumSetOfElement","TotNumOfSetOfElement","ADI","project","version","arcan.version","commit.hash"
"677",8,804885,"cd",1,9,2.42820754828714,0,0,4,1,4,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"678",9,804902,"cd",1,11,3.12571517723835,0,0,6,1,6,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"679",10,804920,"cd",1,6,2.23287571033252,0,0,3,1,3,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"680",11,804913,"cd",1,3,1.59925976637655,0,0,2,1,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"681",12,804938,"cd",1,15,1.94594453523116,0,0,2,2,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"682",13,804928,"cd",1,10,2.92907087438611,0,0,5,1,5,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"683",14,804954,"cd",1,2,1.01085388427268,0,0,2,1,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"684",15,804945,"cd",1,8,2.06978448256865,0,0,4,1,4,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"685",16,804975,"cd",2,5,27.5274500429786,0,0,3,1,3,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"686",17,804968,"cd",2,1,19.687369727628,0,0,2,1,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"687",18,804961,"cd",1,14,1.01949225223176,0,0,2,2,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"688",19,804983,"cd",2,16,41.6448907050312,0,0,4,2,4,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"689",20,804992,"cd",2,13,36.2082011633716,0,0,2,2,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"690",1,827469,"ud",2,3,20.2807765614189,1,0,0,0,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"691",2,827487,"ud",2,2,19.6521110599188,1,0,0,0,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"692",3,827478,"ud",2,1,20.6535229075144,2,0,0,0,3,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"693",4,827436,"hl",2,1,75.5265910738203,0,25,0,0,22,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"694",5,827230,"cd",1,10,2.69212549370473,0,0,4,1,4,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"695",6,827222,"cd",1,8,2.41754431352166,0,0,3,1,3,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"696",7,827246,"cd",1,5,1.84855612218594,0,0,2,1,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"697",8,827239,"cd",1,13,1.58077370575822,0,0,2,2,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"698",9,827260,"cd",1,7,1.75262220890432,0,0,3,1,3,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"699",10,827253,"cd",1,4,1.6537153845573,0,0,2,1,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"700",11,827277,"cd",1,3,1.21025861229353,0,0,2,1,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"701",12,827268,"cd",1,9,2.32161040024004,0,0,4,1,4,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"702",13,827291,"cd",1,2,1.07889162854381,0,0,2,1,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"703",14,827284,"cd",1,12,1.08752507874687,0,0,2,2,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"704",15,827305,"cd",2,6,26.7891926597213,0,0,3,1,3,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"705",16,827298,"cd",2,1,19.158883597363,0,0,2,1,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"706",17,827321,"cd",2,11,23.7363539453057,0,0,2,2,2,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"707",18,827313,"cd",2,14,36.495882415963,0,0,3,2,3,30,13,"outmadkit",39,"44","18f1ded87aaee51e70b9fc30d486338e39526c68.csv"
"708",1,58300,"ud",2,2,18.9972815858901,2,0,0,0,3,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"709",2,58312,"ud",2,4,15.085349591405,1,0,0,0,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"710",3,58321,"ud",2,1,7.44398387102877,1,0,0,0,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"711",4,58330,"ud",2,3,5.95075657759393,1,0,0,0,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"712",5,58233,"hl",1,2,8.59743071971594,0,29,0,0,29,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"713",6,58270,"hl",2,1,54.6436526761764,0,22,0,0,20,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"714",7,58018,"cd",1,9,1.69682186636983,0,0,2,2,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"715",8,58025,"cd",1,11,1.38232887395341,0,0,3,2,3,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"716",9,58033,"cd",1,7,2.84099879531112,0,0,5,1,5,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"717",10,58043,"cd",1,10,2.38499848810864,0,0,3,2,3,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"718",11,58051,"cd",1,3,1.31742484109738,0,0,2,1,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"719",12,58058,"cd",1,14,2.2291632209766,0,0,2,5,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"720",13,58065,"cd",1,8,1.43701547415794,0,0,2,2,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"721",14,58072,"cd",1,13,1.27136336149809,0,0,2,3,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"722",15,58079,"cd",1,6,2.43027249434044,0,0,3,1,3,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"723",16,58087,"cd",2,2,17.1543019267493,0,0,2,1,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"724",17,58094,"cd",2,5,21.7977836918341,0,0,3,1,3,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"725",18,58102,"cd",2,4,21.4179035738925,0,0,3,1,3,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"726",19,58110,"cd",2,12,27.7500771948075,0,0,2,3,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"727",20,58117,"cd",2,1,7.25803139010308,0,0,2,1,2,52,12,"outmadkit",40,"5","29f5e6dacaf46c1ab89a78d0a0b7633306da8ede.csv"
"728",1,76024,"ud",2,2,18.939175492955,2,0,0,0,3,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"729",2,76036,"ud",2,4,15.0385229299173,1,0,0,0,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"730",3,76045,"ud",2,1,7.42724911795408,1,0,0,0,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"731",4,76054,"ud",2,3,5.93743440323392,1,0,0,0,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"732",5,75958,"hl",1,2,8.41869511349479,0,28,0,0,28,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"733",6,75994,"hl",2,1,54.489135499211,0,22,0,0,20,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"734",7,75783,"cd",1,14,2.20336379819137,0,0,2,5,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"735",8,75790,"cd",1,9,1.43675484535154,0,0,2,2,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"736",9,75797,"cd",1,13,1.27139358580074,0,0,2,3,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"737",10,75804,"cd",1,6,2.40463727456964,0,0,3,1,3,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"738",11,75812,"cd",2,3,17.1041733023147,0,0,2,1,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"739",12,75819,"cd",2,5,21.7352989566119,0,0,3,1,3,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"740",13,75827,"cd",2,4,21.3612429484906,0,0,3,1,3,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"741",14,75835,"cd",2,12,27.654978404299,0,0,2,3,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"742",15,75842,"cd",2,2,7.24374315217066,0,0,2,1,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"743",16,75743,"cd",1,1,1.31745935214196,0,0,2,1,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"744",17,75750,"cd",1,8,1.69715638681899,0,0,2,2,2,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"745",18,75757,"cd",1,11,1.38285458139657,0,0,3,2,3,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"746",19,75765,"cd",1,7,2.81573015824698,0,0,5,1,5,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"747",20,75775,"cd",1,10,2.35954374232845,0,0,3,2,3,51,12,"outmadkit",41,"6","c41bb116bf6c2cfd0f52a49efaee0b7e33e0d004.csv"
"748",1,93905,"ud",2,1,19.5471450785907,2,0,0,0,3,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"749",2,93917,"ud",2,2,7.48374573113406,1,0,0,0,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"750",3,93926,"ud",2,4,15.6271423578715,1,0,0,0,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"751",4,93935,"ud",2,3,6.02496246927248,1,0,0,0,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"752",5,93875,"hl",2,1,56.0950104799629,0,22,0,0,20,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"753",6,93697,"cd",1,12,1.3670800374492,0,0,3,2,3,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"754",7,93705,"cd",1,5,2.6776245933,0,0,5,1,5,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"755",8,93715,"cd",1,11,2.22645553749248,0,0,3,2,3,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"756",9,93723,"cd",1,2,1.24041635285478,0,0,2,1,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"757",10,93730,"cd",1,9,1.33692544524913,0,0,2,2,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"758",11,93737,"cd",1,13,1.99671323395514,0,0,2,7,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"759",12,93744,"cd",1,8,1.20222342114873,0,0,2,2,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"760",13,93751,"cd",2,4,23.8188335340644,0,0,4,1,4,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"761",14,93760,"cd",2,7,17.793871064792,0,0,2,2,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"762",15,93767,"cd",2,10,22.0561212269541,0,0,3,2,3,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"763",16,93775,"cd",2,3,30.1517611641857,0,0,3,1,3,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"764",17,93783,"cd",2,1,7.43141506607858,0,0,2,1,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"765",18,93690,"cd",1,6,1.602079659746,0,0,2,2,2,28,11,"outmadkit",42,"7","1c7cbb9425396dc1b240f636b3ddc6b0f2d4b842.csv"
"766",1,111619,"ud",2,3,6.11480998344232,1,0,0,0,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"767",2,111592,"ud",2,2,16.2093867786755,1,0,0,0,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"768",3,111601,"ud",2,4,15.5987500592829,1,0,0,0,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"769",4,111610,"ud",2,1,6.87996914516781,1,0,0,0,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"770",5,111525,"hl",1,2,8.62095551338213,0,28,0,0,29,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"771",6,111562,"hl",2,1,59.0077986682093,0,22,0,0,21,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"772",7,111345,"cd",1,10,1.51510401255726,0,0,2,2,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"773",8,111352,"cd",1,11,1.42968091689974,0,0,3,2,3,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"774",9,111360,"cd",1,6,3.0060293133182,0,0,5,1,5,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"775",10,111370,"cd",1,8,3.36250231305216,0,0,6,1,6,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"776",11,111381,"cd",1,7,3.04490609599232,0,0,6,1,6,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"777",12,111392,"cd",1,3,1.61886472372652,0,0,2,1,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"778",13,111399,"cd",1,9,1.15920727303089,0,0,2,2,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"779",14,111406,"cd",1,5,1.43340665630038,0,0,3,1,3,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"780",15,111414,"cd",2,12,19.7964644798465,0,0,2,5,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"781",16,111421,"cd",2,4,28.916881260881,0,0,3,1,3,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"782",17,111429,"cd",2,2,7.42126882692847,0,0,2,1,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"783",18,111436,"cd",2,1,8.95158715037944,0,0,2,1,2,53,11,"outmadkit",43,"8","11851008f2e3698f15ddc0ad1d29e1e7bcc95a02.csv"
"784",1,130648,"ud",2,2,17.0285343210687,1,0,0,0,2,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"785",2,130657,"ud",2,1,19.160015097021,2,0,0,0,3,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"786",3,130585,"hl",1,2,7.47049194799868,0,24,0,0,25,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"787",4,130618,"hl",2,1,55.3503517972132,0,22,0,0,20,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"788",5,130446,"cd",1,5,1.47027637877036,0,0,2,2,2,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"789",6,130453,"cd",1,7,2.18053638509345,0,0,3,2,3,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"790",7,130461,"cd",1,1,2.14257706903306,0,0,4,1,4,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"791",8,130470,"cd",1,8,2.32645211992543,0,0,4,2,4,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"792",9,130479,"cd",1,6,1.29093668581857,0,0,3,2,3,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"793",10,130487,"cd",1,4,1.06883138561287,0,0,2,2,2,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"794",11,130494,"cd",2,9,21.0971895403652,0,0,2,5,2,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"795",12,130501,"cd",2,3,18.8188833206372,0,0,2,2,2,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
"796",13,130508,"cd",2,2,29.1903920893607,0,0,2,2,2,47,12,"outmadkit",44,"9","41e7e1e216b31e2400e1a3c41021fa2f88e2d1e2.csv"
