counter,AS,Type,GranularityValue,SeverityScore,PageRank,NumBadDep,TotalDep,NumberOfVerteces,NumOfCycle,NumSetOfElement,TotNumOfSetOfElement,ADI
1,220269,ud,2,1,11.279620926583718,2,0,0,0,3,3,3.0
2,220232,cd,2,2,9.953297146252375,0,0,2,1,2,3,3.0
3,220239,cd,2,1,12.605944706915057,0,0,2,1,2,3,3.0
