counter,AS,Type,GranularityValue,SeverityScore,PageRank,NumBadDep,TotalDep,NumberOfVerteces,NumOfCycle,NumSetOfElement,TotNumOfSetOfElement,ADI
1,160249,ud,2,1,6.830041593580301,1,0,0,0,2,8,7.0
2,160233,hl,2,1,23.303686534156835,0,8,0,0,8,8,7.0
3,160218,cd,2,1,8.36806262807629,0,0,2,1,2,8,7.0
